booking_id,passenger_id,flight_id,booking_date,status,seat_number,passport_hash,emergency_contact_phone_masked
B1964,P1998,SJ232,2025-05-21 11:37:36.952,PENDING,18B,545b10be8e488979,XXXXXX2887
B1965,P1099,6F090,2026-01-29 11:37:36.952,CONFIRMED,20D,342e0bed8eef9747,XXXXXX9379
B1966,P1989,UK002,2025-11-06 11:37:36.952,CONFIRMED,12B,0f679e92681caf5d,XXXXXX0512
B1967,P1598,AI154,2025-07-03 11:37:36.952,CANCELLED,22C,d9fe58e55cf12837,XXXXXX3141
B1968,P1402,6F089,2025-10-11 11:37:36.952,CONFIRMED,2D,e966a7a0cef5c6a7,XXXXXX4142
B1969,P1395,6F218,2026-04-08 11:37:36.952,CONFIRMED,29A,2b0c52158f045890,XXXXXX5719
B1970,P1526,6F241,2025-11-26 11:37:36.952,CONFIRMED,12B,170ce0d3693c6116,XXXXXX5066
B1971,P1414,6F116,2025-08-20 11:37:36.952,CONFIRMED,2B,7f98f4e91fcb4b1b,XXXXXX9642
B1972,P1938,UK199,2025-04-18 11:37:36.952,CANCELLED,19B,6ab2931e727d97db,XXXXXX8516
B1973,P1612,SJ033,2025-04-28 11:37:36.952,CANCELLED,8C,d13ca3fdd5b3f4f7,XXXXXX3057
B1974,P1676,AI210,2025-08-03 11:37:36.952,PENDING,15B,29d6e65317fcf751,XXXXXX3035
B1975,P1462,UK148,2025-08-26 11:37:36.952,UNKNOWN,20E,2ec38ec5fcf8c41a,XXXXXX9630
B1976,P1540,AI229,2025-08-27 11:37:36.952,PENDING,16F,bb25748a9531d34f,XXXXXX3619
B1977,P1625,UK005,2026-01-01 11:37:36.952,PENDING,4A,1ce94f3ec202b6fd,XXXXXX4286
B1978,P1618,SJ080,2025-12-07 11:37:36.952,CONFIRMED,12C,a26ccd54fda2d343,XXXXXX7464
B1979,P1921,SJ092,2025-12-02 11:37:36.952,CANCELLED,1F,5fe32f055630f91a,XXXXXX0698
B1980,P1363,SJ055,2025-12-04 11:37:36.952,CANCELLED,15A,e7369cd54de4734a,XXXXXX7348
B1981,P1129,AI239,2025-05-17 11:37:36.952,CONFIRMED,19D,4ba15a3728e6a58e,XXXXXX2612
B1982,P1083,6F162,2025-06-17 11:37:36.952,UNKNOWN,7A,0d9ccb94b821d03f,XXXXXX6975
B1983,P1270,UK101,2025-06-28 11:37:36.952,UNKNOWN,27A,df0c547869e938d2,XXXXXX7066
B1984,P1243,6F198,2025-04-25 11:37:36.952,CONFIRMED,27F,88338a9a1f4d4251,XXXXXX7129
B1985,P1387,6F239,2025-09-28 11:37:36.952,CONFIRMED,31F,03b70cf1c3bde05e,XXXXXX3192
B1986,P1213,SJ177,2025-10-07 11:37:36.952,CONFIRMED,13F,c2229488260842c0,XXXXXX2114
B1987,P1817,6F044,2026-03-12 11:37:36.952,CANCELLED,19F,8bc12fa14a031a07,XXXXXX0463
B1988,P1165,6F248,2026-02-17 11:37:36.952,PENDING,13A,20fa5c224d0f4a73,XXXXXX0464
B1989,P1790,6F002,2025-12-10 11:37:36.952,UNKNOWN,16F,0e687695240298d1,XXXXXX6840
B1990,P1058,SJ197,2026-03-31 11:37:36.952,CONFIRMED,14B,e46738e0872c3d13,XXXXXX8281
B1991,P1601,UK091,2026-01-14 11:37:36.952,CANCELLED,22E,618f572f123ea5b5,XXXXXX0428
B1992,P1882,6F215,2025-04-25 11:37:36.952,CONFIRMED,25C,a31f66b5510285e5,XXXXXX2908
B1993,P1842,AI093,2026-03-11 11:37:36.952,CANCELLED,5B,78f4c929bc665928,XXXXXX9255
B1994,P1923,UK090,2026-03-31 11:37:36.952,CONFIRMED,21D,e2cd45fc485ca59a,XXXXXX0874
B1995,P1503,SJ005,2025-11-20 11:37:36.952,CANCELLED,11C,e84333db180490db,XXXXXX8644
B1996,P1705,UK106,2025-08-08 11:37:36.952,CANCELLED,27E,abe873f41a3d1454,XXXXXX9827
B1997,P1122,6F223,2025-05-03 11:37:36.952,PENDING,27B,1ca6b7f3ba412e34,XXXXXX6636
B1998,P1647,6F011,2025-10-23 11:37:36.952,CONFIRMED,14C,5e62ccb21134955f,XXXXXX5033
B1999,P1412,UK124,2025-08-08 11:37:36.952,UNKNOWN,12B,8647c3130f17a6f1,XXXXXX2188
